State,Year,Population,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Pennsylvania,1964,11459000,142616,44235,76983,21398,1244.6,386,671.8,186.7
Pennsylvania,1965,11520000,155050,48070,81476,25504,1345.9,417.3,707.3,221.4
Pennsylvania,1966,11582000,157775,49073,84394,24308,1362.2,423.7,728.7,209.9
Pennsylvania,1967,11629000,177676,56709,93482,27485,1527.9,487.7,803.9,236.3
Pennsylvania,1968,11712000,206151,65151,108204,32796,1760.2,556.3,923.9,280
Pennsylvania,1969,11803000,215276,68187,111114,35975,1823.9,577.7,941.4,304.8
Pennsylvania,1970,11793909,231825,70730,120380,40715,1965.6,599.7,1020.7,345.2
Pennsylvania,1971,11879000,273153,88176,141238,43739,2299.5,742.3,1189,368.2
Pennsylvania,1972,11926000,254458,89343,124743,40372,2133.6,749.1,1046,338.5
Pennsylvania,1973,11902000,265361,92078,129810,43473,2229.5,773.6,1090.7,365.3
Pennsylvania,1974,11835000,324104,109808,169836,44460,2738.5,927.8,1435,375.7
Pennsylvania,1975,11827000,357206,116295,197510,43401,3020.3,983.3,1670,367
Pennsylvania,1976,11862000,361199,107472,212424,41303,3045,906,1790.8,348.2
Pennsylvania,1977,11785000,334069,103408,191397,39264,2834.7,877.5,1624.1,333.2
Pennsylvania,1978,11750000,338824,105737,193052,40035,2883.6,899.9,1643,340.7
Pennsylvania,1979,11731000,370914,109668,215567,45679,3161.8,934.9,1837.6,389.4
Pennsylvania,1980,11824220,398761,122800,226496,49465,3372.4,1038.5,1915.5,418.3
Pennsylvania,1981,11864000,392872,122372,226701,43799,3311.5,1031.5,1910.8,369.2
Pennsylvania,1982,11865000,366903,106867,220623,39413,3092.3,900.7,1859.4,332.2
Pennsylvania,1983,11895000,339321,96425,205408,37488,2852.6,810.6,1726.8,315.2
Pennsylvania,1984,11901000,325960,88517,196999,40444,2738.9,743.8,1655.3,339.8
Pennsylvania,1985,11853000,320788,87417,194467,38904,2706.4,737.5,1640.7,328.2
Pennsylvania,1986,11889000,326149,87362,196657,42130,2743.3,734.8,1654.1,354.4
Pennsylvania,1987,11936000,333476,86177,205619,41680,2793.9,722,1722.7,349.2
Pennsylvania,1988,12027000,338486,83791,203362,51333,2814.4,696.7,1690.9,426.8
Pennsylvania,1989,12040000,359008,85925,216566,56517,2981.8,713.7,1798.7,469.4
Pennsylvania,1990,11881643,361805,86624,215119,60062,3045.1,729.1,1810.5,505.5
Pennsylvania,1991,11961000,371814,86074,228142,57598,3108.6,719.6,1907.4,481.5
Pennsylvania,1992,12009000,356155,75834,224150,56171,2965.7,631.5,1866.5,467.7
Pennsylvania,1993,12048000,343841,70125,220683,53033,2853.9,582,1831.7,440.2
Pennsylvania,1994,12052000,342901,66468,222280,54153,2845.2,551.5,1844.3,449.3
Pennsylvania,1995,12072000,354623,67815,236991,49817,2937.6,561.8,1963.1,412.7
Pennsylvania,1996,12056000,370851,71357,250758,48736,3076.1,591.9,2079.9,404.2
Pennsylvania,1997,12020000,359323,68218,246892,44213,2989.4,567.5,2054,367.8
Pennsylvania,1998,12001000,342318,63777,235873,42668,2852.4,531.4,1965.4,355.5
Pennsylvania,1999,11994016,323021,56037,227750,39234,2693.2,467.2,1898.9,327.1
Pennsylvania,2000,12281054,316274,54080,225869,36325,2575.3,440.4,1839.2,295.8
Pennsylvania,2001,12303104,313408,54345,223350,35713,2547.4,441.7,1815.4,290.3
Pennsylvania,2002,12328827,300868,55610,212441,32817,2440.4,451.1,1723.1,266.2
Pennsylvania,2003,12370761,300639,53918,213279,33442,2430.2,435.9,1724.1,270.3
Pennsylvania,2004,12394471,299611,54443,214199,30969,2417.3,439.3,1728.2,249.9
Pennsylvania,2005,12405348,300444,56134,214916,29394,2422,452.5,1732,237
Pennsylvania,2006,12440621,304589,57739,217142,29708,2448.3,464.1,1745.4,238.8
Pennsylvania,2007,12432792,293850,56091,211248,26511,2363.5,451.2,1699.1,213.2
Pennsylvania,2008,12448279,300294,58687,219115,22492,2412.3,471.4,1760.2,180.7
Pennsylvania,2009,12604767,277182,54772,204588,17822,2199,434.5,1623.1,141.4
Pennsylvania,2010,12717722,276366,55206,204440,16720,2173.1,434.1,1607.5,131.5
Pennsylvania,2011,12743948,283442,57966,208604,16872,2224.1,454.9,1636.9,132.4
Pennsylvania,2012,12764475,276562,57040,204409,15113,2166.7,446.9,1601.4,118.4
Pennsylvania,2013,12781296,263176,52000,197410,13766,2059.1,406.8,1544.5,107.7
Pennsylvania,2014,12787209,247016,45720,188256,13040,1931.7,357.5,1472.2,102
Rhode Island,1960,859488,17496,4388,10455,2653,2035.6,510.5,1216.4,308.7
Rhode Island,1961,867000,15895,3937,9781,2177,1833.3,454.1,1128.1,251.1
Rhode Island,1962,865000,16102,4002,9788,2312,1861.5,462.7,1131.6,267.3
Rhode Island,1963,885000,17244,4765,10081,2398,1948.5,538.4,1139.1,271
Rhode Island,1964,914000,20979,5880,12155,2944,2295.3,643.3,1329.9,322.1
Rhode Island,1965,920000,19983,5486,11554,2943,2172.1,596.3,1255.9,319.9
Rhode Island,1966,898000,22309,6354,11339,4616,2484.3,707.6,1262.7,514
Rhode Island,1967,900000,27071,8072,13519,5480,3007.9,896.9,1502.1,608.9
Rhode Island,1968,913000,34221,9948,17284,6989,3748.2,1089.6,1893.1,765.5
Rhode Island,1969,911000,36019,8950,19570,7499,3953.8,982.4,2148.2,823.2
Rhode Island,1970,949723,38598,9677,20763,8158,4064.1,1018.9,2186.2,859
Rhode Island,1971,960000,44048,10535,24111,9402,4588.3,1097.4,2511.6,979.4
Rhode Island,1972,968000,41649,10880,22094,8675,4302.6,1124,2282.4,896.2
Rhode Island,1973,973000,42771,11570,22499,8702,4395.8,1189.1,2312.3,894.3
Rhode Island,1974,937000,45267,12144,24474,8649,4831.1,1296.1,2612,923.1
Rhode Island,1975,927000,49516,13407,26683,9426,5341.5,1446.3,2878.4,1016.8
Rhode Island,1976,927000,49598,13110,28279,8209,5350.4,1414.2,3050.6,885.5
Rhode Island,1977,935000,47919,13927,26592,7400,5125,1489.5,2844.1,791.4
Rhode Island,1978,935000,45947,13021,25379,7547,4914.1,1392.6,2714.3,807.2
Rhode Island,1979,929000,50114,14400,28347,7367,5394.4,1550.1,3051.3,793
Rhode Island,1980,945835,52249,16233,28037,7979,5524.1,1716.3,2964.3,843.6
Rhode Island,1981,952000,51504,15755,27525,8224,5410.1,1654.9,2891.3,863.9
Rhode Island,1982,958000,47539,13414,27077,7048,4962.3,1400.2,2826.4,735.7
Rhode Island,1983,955000,44410,12722,25463,6225,4650.3,1332.1,2666.3,651.8
Rhode Island,1984,962000,42706,11396,24654,6656,4439.3,1184.6,2562.8,691.9
Rhode Island,1985,968000,42368,11929,24119,6320,4376.9,1232.3,2491.6,652.9
Rhode Island,1986,975000,44528,12616,25041,6871,4567,1293.9,2568.3,704.7
Rhode Island,1987,986000,48568,14208,26635,7725,4925.8,1441,2701.3,783.5
Rhode Island,1988,995000,47837,12550,27049,8238,4807.7,1261.3,2718.5,827.9
Rhode Island,1989,998000,48372,12045,27104,9223,4846.9,1206.9,2715.8,924.1
Rhode Island,1990,1003464,49378,12755,27046,9577,4920.8,1271.1,2695.3,954.4
Rhode Island,1991,1004000,45957,11320,26664,7973,4577.4,1127.5,2655.8,794.1
Rhode Island,1992,1005000,42044,10529,24052,7463,4183.5,1047.7,2393.2,742.6
Rhode Island,1993,1000000,40973,10409,24101,6463,4097.3,1040.9,2410.1,646.3
Rhode Island,1994,997000,37323,9101,23039,5183,3743.5,912.8,2310.8,519.9
Rhode Island,1995,990000,38378,9234,24780,4364,3876.6,932.7,2503,440.8
Rhode Island,1996,990000,36099,8135,23367,4597,3646.4,821.7,2360.3,464.3
Rhode Island,1997,987000,32777,7083,21499,4195,3320.9,717.6,2178.2,425
Rhode Island,1998,988000,31672,6452,21391,3829,3205.7,653,2165.1,387.6
Rhode Island,1999,990819,32657,6341,22284,4032,3296,640,2249,406.9
Rhode Island,2000,1048319,33323,6620,22038,4665,3178.7,631.5,2102.2,445
Rhode Island,2001,1059659,35742,6824,23875,5043,3373,644,2253.1,475.9
Rhode Island,2002,1068326,35342,6415,24051,4876,3308.2,600.5,2251.3,456.4
Rhode Island,2003,1076084,32231,5524,22320,4387,2995.2,513.3,2074.2,407.7
Rhode Island,2004,1079916,31166,5465,21623,4078,2886,506.1,2002.3,377.6
Rhode Island,2005,1073579,29287,5319,19567,4401,2728,495.4,1823,410
Rhode Island,2006,1067610,27914,5453,18852,3609,2614.6,510.8,1765.8,338
Rhode Island,2007,1057832,27576,5206,19175,3195,2606.8,492.1,1812.7,302
Rhode Island,2008,1050788,29895,5766,20926,3203,2845,548.7,1991.5,304.8
Rhode Island,2009,1053209,27558,5753,19403,2402,2616.6,546.2,1842.3,228.1
Rhode Island,2010,1052528,26959,6124,18432,2403,2561.4,581.8,1751.2,228.3
Rhode Island,2011,1050646,27976,6836,18765,2375,2662.7,650.6,1786,226.1
Rhode Island,2012,1050304,27039,5929,18478,2632,2574.4,564.5,1759.3,250.6
Rhode Island,2013,1053354,25741,5621,17881,2239,2443.7,533.6,1697.5,212.6
Rhode Island,2014,1055173,22935,4823,16279,1833,2173.6,457.1,1542.8,173.7
South Carolina,1960,2382594,32319,10081,19636,2602,1356.5,423.1,824.1,109.2
South Carolina,1961,2407000,34857,11524,20504,2829,1448.2,478.8,851.8,117.5
South Carolina,1962,2436000,37835,12299,22696,2840,1553.2,504.9,931.7,116.6
South Carolina,1963,2483000,41379,14288,23783,3308,1666.5,575.4,957.8,133.2
South Carolina,1964,2555000,48199,15874,27982,4343,1886.5,621.3,1095.2,170
South Carolina,1965,2542000,42752,13374,25450,3928,1681.8,526.1,1001.2,154.5
South Carolina,1966,2586000,45424,13865,27417,4142,1756.5,536.2,1060.2,160.2
South Carolina,1967,2599000,48330,16603,27509,4218,1859.6,638.8,1058.4,162.3
South Carolina,1968,2692000,52714,19073,28694,4947,1958.2,708.5,1065.9,183.8
South Carolina,1969,2692000,62228,21711,34099,6418,2311.6,806.5,1266.7,238.4
South Carolina,1970,2590516,71808,26407,38740,6661,2772,1019.4,1495.5,257.1
South Carolina,1971,2627000,74259,27077,41414,5768,2826.8,1030.7,1576.5,219.6
South Carolina,1972,2665000,76691,29760,41003,5928,2877.7,1116.7,1538.6,222.4
South Carolina,1973,2726000,79937,32557,40675,6705,2932.4,1194.3,1492.1,246
South Carolina,1974,2784000,103273,43497,51914,7862,3709.5,1562.4,1864.7,282.4
South Carolina,1975,2818000,116385,48306,60764,7315,4130.1,1714.2,2156.3,259.6
South Carolina,1976,2848000,122684,44247,71292,7145,4307.7,1553.6,2503.2,250.9
South Carolina,1977,2876000,120823,46407,67368,7048,4201.1,1613.6,2342.4,245.1
South Carolina,1978,2918000,124259,43729,72472,8058,4258.4,1498.6,2483.6,276.1
South Carolina,1979,2932000,128651,44160,75807,8684,4387.8,1506.1,2585.5,296.2
South Carolina,1980,3064557,146461,51177,85905,9379,4779.2,1670,2803.2,306
South Carolina,1981,3166000,148127,50520,88887,8720,4678.7,1595.7,2807.5,275.4
South Carolina,1982,3203000,148657,47752,92009,8896,4641.2,1490.9,2872.6,277.7
South Carolina,1983,3264000,135590,42263,85501,7826,4154.1,1294.8,2619.5,239.8
South Carolina,1984,3300000,133270,40646,84753,7871,4038.5,1231.7,2568.3,238.5
South Carolina,1985,3347000,140892,41955,90260,8677,4209.5,1253.5,2696.7,259.2
South Carolina,1986,3378000,150752,45276,96132,9344,4462.8,1340.3,2845.8,276.6
South Carolina,1987,3425000,154021,46511,97892,9618,4497,1358,2858.2,280.8
South Carolina,1988,3493000,163164,49467,103055,10642,4671.2,1416.2,2950.3,304.7
South Carolina,1989,3512000,168772,48914,107845,12013,4805.6,1392.8,3070.8,342.1
South Carolina,1990,3486703,176729,48132,115144,13453,5068.7,1380.4,3302.4,385.8
South Carolina,1991,3560000,185359,51793,119784,13782,5206.7,1454.9,3364.7,387.1
South Carolina,1992,3603000,178298,49669,116186,12443,4948.6,1378.5,3224.7,345.4
South Carolina,1993,3643000,177779,47695,117553,12531,4880,1309.2,3226.8,344
South Carolina,1994,3664000,182114,46678,122252,13184,4970.4,1274,3336.6,359.8
South Carolina,1995,3673000,186656,46083,126416,14157,5081.8,1254.6,3441.8,385.4
South Carolina,1996,3699000,192986,47487,129650,15849,5217.2,1283.8,3505,428.5
South Carolina,1997,3760000,193402,46322,131325,15755,5143.7,1232,3492.7,419
South Carolina,1998,3836000,186960,44600,126412,15948,4873.8,1162.7,3295.4,415.7
South Carolina,1999,3885736,173987,39630,119912,14445,4477.6,1019.9,3086,371.7
South Carolina,2000,4012012,181290,40319,125385,15586,4518.7,969.3,3125.2,388.5
South Carolina,2001,4062125,186054,42611,126742,16701,4580.2,1049,3120.1,411.1
South Carolina,2002,4103770,183808,43745,123196,16867,4479,1066,3002,411
South Carolina,2003,4148744,187592,43993,127809,15790,4521.7,1060.4,3080.7,380.6
South Carolina,2004,4197892,190456,43739,130991,15726,4536.9,1041.9,3120.4,374.6
South Carolina,2005,4246933,185606,42741,126489,16376,4370,1006.4,2978,386
South Carolina,2006,4321249,184712,42952,125075,16685,4274.5,994,2894.4,386.1
South Carolina,2007,4407709,189304,45398,126802,17104,4294.8,1030,2876.8,388
South Carolina,2008,4479800,189950,45964,126316,17670,4240.1,1026,2819.7,394.4
South Carolina,2009,4561242,178310,45443,119250,13617,3909.2,996.3,2614.4,298.5
South Carolina,2010,4637106,181098,46261,121544,13293,3905.4,997.6,2621.1,286.7
South Carolina,2011,4673348,183243,47351,122255,13637,3921,1013.2,2616,291.8
South Carolina,2012,4723417,181049,45222,122340,13487,3833,957.4,2590.1,285.5
South Carolina,2013,4771929,173261,40930,119730,12601,3630.8,857.7,2509,264.1
South Carolina,2014,4832482,167217,36721,117594,12902,3460.3,759.9,2433.4,267
South Dakota,1960,680514,7639,1687,5363,589,1122.5,247.9,788.1,86.6
South Dakota,1961,690000,7612,1655,5323,634,1103.2,239.9,771.4,91.9
South Dakota,1962,721000,7680,1843,5160,677,1065.2,255.6,715.7,93.9
South Dakota,1963,737000,7952,1818,5458,676,1079,246.7,740.6,91.7
South Dakota,1964,715000,8310,1870,5837,603,1162.2,261.5,816.4,84.3
South Dakota,1965,703000,8553,1858,6177,518,1216.6,264.3,878.7,73.7
South Dakota,1966,682000,9757,2175,6964,618,1430.6,318.9,1021.1,90.6
South Dakota,1967,674000,9906,2302,7037,567,1469.7,341.5,1044.1,84.1
South Dakota,1968,657000,10955,2826,7449,680,1667.4,430.1,1133.8,103.5
South Dakota,1969,659000,11562,2801,8063,698,1754.5,425,1223.5,105.9
South Dakota,1970,666257,13066,3140,9302,624,1961.1,471.3,1396.2,93.7
South Dakota,1971,670000,13153,3037,9558,558,1963.1,453.3,1426.6,83.3
South Dakota,1972,679000,13690,3210,9751,729,2016.2,472.8,1436.1,107.4
South Dakota,1973,685000,14035,3416,9631,988,2048.9,498.7,1406,144.2
South Dakota,1974,682000,16981,4072,11835,1074,2489.9,597.1,1735.3,157.5
South Dakota,1975,683000,17305,4561,11597,1147,2533.7,667.8,1698,167.9
South Dakota,1976,686000,16836,4256,11554,1026,2454.2,620.4,1684.3,149.6
South Dakota,1977,689000,16690,3931,11743,1016,2422.4,570.5,1704.4,147.5
South Dakota,1978,690000,17428,4138,12186,1104,2525.8,599.7,1766.1,160
South Dakota,1979,689000,19297,4316,13782,1199,2800.7,626.4,2000.3,174
South Dakota,1980,688217,21447,4766,15521,1160,3116.3,692.5,2255.2,168.6
South Dakota,1981,685000,19922,4348,14587,987,2908.3,634.7,2129.5,144.1
South Dakota,1982,691000,17592,3885,12889,818,2545.9,562.2,1865.3,118.4
South Dakota,1983,700000,16993,3820,12453,720,2427.6,545.7,1779,102.9
South Dakota,1984,706000,17403,3529,13102,772,2465,499.9,1855.8,109.3
South Dakota,1985,708000,17730,3867,13142,721,2504.2,546.2,1856.2,101.8
South Dakota,1986,708000,18346,3919,13728,699,2591.2,553.5,1939,98.7
South Dakota,1987,709000,18138,3787,13673,678,2558.3,534.1,1928.5,95.6
South Dakota,1988,715000,17641,3703,13255,683,2467.3,517.9,1853.8,95.5
South Dakota,1989,715000,18230,3394,14057,779,2549.7,474.7,1966,109
South Dakota,1990,696004,19116,3671,14678,767,2746.5,527.4,2108.9,110.2
South Dakota,1991,703000,20366,4146,15412,808,2897,589.8,2192.3,114.9
South Dakota,1992,711000,19939,3849,15371,719,2804.4,541.4,2161.9,101.1
South Dakota,1993,715000,19661,3927,14915,819,2749.8,549.2,2086,114.5
South Dakota,1994,721000,20726,3938,15916,872,2874.6,546.2,2207.5,120.9
South Dakota,1995,729000,20799,3942,15976,881,2853.1,540.7,2191.5,120.9
South Dakota,1996,732000,20443,4077,15532,834,2792.8,557,2121.9,113.9
South Dakota,1997,738000,22491,4088,17545,858,3047.6,553.9,2377.4,116.3
South Dakota,1998,738000,18227,3458,14006,763,2469.8,468.6,1897.8,103.4
South Dakota,1999,733133,18159,3255,14043,861,2476.9,444,1915.5,117.4
South Dakota,2000,754844,16252,2896,12558,798,2153,383.7,1663.7,105.7
South Dakota,2001,758324,16473,3087,12571,815,2172.3,407.1,1657.7,107.5
South Dakota,2002,760437,15992,3034,12139,819,2103,399,1596.3,107.7
South Dakota,2003,764905,15324,2878,11572,874,2003.4,376.3,1512.9,114.3
South Dakota,2004,770621,14885,3148,10890,847,1931.6,408.5,1413.1,109.9
South Dakota,2005,774883,13694,2505,10350,839,1767,323.3,1336,108
South Dakota,2006,781919,13812,3024,9954,834,1766.4,386.7,1273,106.7
South Dakota,2007,796214,13829,2647,10398,784,1736.8,332.4,1305.9,98.5
South Dakota,2008,804194,13867,2683,10266,918,1724.3,333.6,1276.6,114.2
South Dakota,2009,812383,14378,2621,10891,866,1769.9,322.6,1340.6,106.6
South Dakota,2010,816598,15188,3192,11196,800,1859.9,390.9,1371.1,98
South Dakota,2011,823593,15299,2927,11423,949,1857.6,355.4,1387,115.2
South Dakota,2012,834047,17326,3280,12973,1073,2077.3,393.3,1555.4,128.6
South Dakota,2013,845510,16274,3383,11955,936,1924.8,400.1,1413.9,110.7
South Dakota,2014,853175,15902,2818,12077,1007,1863.9,330.3,1415.5,118
Tennessee,1960,3567089,41000,16505,20162,4333,1149.4,462.7,565.2,121.5
Tennessee,1961,3615000,41967,16702,20234,5031,1160.9,462,559.7,139.2
Tennessee,1962,3634000,46567,16772,24049,5746,1281.4,461.5,661.8,158.1
Tennessee,1963,3694000,50681,19056,25503,6122,1372,515.9,690.4,165.7
Tennessee,1964,3798000,55183,21321,27186,6676,1452.9,561.4,715.8,175.8
Tennessee,1965,3845000,52840,20107,26325,6408,1374.3,522.9,684.7,166.7
Tennessee,1966,3883000,64405,23394,33513,7498,1658.6,602.5,863.1,193.1
Tennessee,1967,3892000,73916,27703,36750,9463,1899.2,711.8,944.2,243.1
Tennessee,1968,3976000,77699,28616,38450,10633,1954.2,719.7,967.1,267.4
Tennessee,1969,3985000,78600,28492,38885,11223,1972.4,715,975.8,281.6
Tennessee,1970,3924164,83220,31656,40211,11353,2120.7,806.7,1024.7,289.3
Tennessee,1971,3990000,91746,35964,43671,12111,2299.4,901.4,1094.5,303.5
Tennessee,1972,4031000,93814,36049,45637,12128,2327.3,894.3,1132.2,300.9
Tennessee,1973,4126000,111488,41663,56206,13619,2702.1,1009.8,1362.2,330.1
Tennessee,1974,4129000,135116,55745,65055,14316,3272.4,1350.1,1575.6,346.7
Tennessee,1975,4188000,162223,57766,89184,15273,3873.5,1379.3,2129.5,364.7
Tennessee,1976,4214000,162874,55647,93493,13734,3865.1,1320.5,2218.6,325.9
Tennessee,1977,4299000,154025,64154,76371,13500,3582.8,1492.3,1776.5,314
Tennessee,1978,4357000,144121,52876,76948,14297,3307.8,1213.6,1766.1,328.1
Tennessee,1979,4380000,157651,56710,84850,16091,3599.3,1294.7,1937.2,367.4
Tennessee,1980,4545590,183632,68251,98876,16505,4039.8,1501.5,2175.2,363.1
Tennessee,1981,4610000,179737,63811,100526,15400,3898.9,1384.2,2180.6,334.1
Tennessee,1982,4651000,185692,59934,110316,15442,3992.5,1288.6,2371.9,332
Tennessee,1983,4685000,169110,56498,97785,14827,3609.6,1205.9,2087.2,316.5
Tennessee,1984,4717000,162462,53002,92176,17284,3444.2,1123.6,1954.1,366.4
Tennessee,1985,4762000,175827,55563,97159,23105,3692.3,1166.8,2040.3,485.2
Tennessee,1986,4803000,191861,63649,102103,26109,3994.6,1325.2,2125.8,543.6
Tennessee,1987,4855000,200616,65632,107459,27525,4132.2,1351.8,2213.4,566.9
Tennessee,1988,4919000,193647,60894,106052,26701,3936.7,1237.9,2156,542.8
Tennessee,1989,4940000,195854,59621,109908,26325,3964.7,1206.9,2224.9,532.9
Tennessee,1990,4877185,213648,61646,124127,27875,4380.6,1264,2545.1,571.5
Tennessee,1991,4953000,229856,67608,131855,30393,4640.7,1365,2662.1,613.6
Tennessee,1992,5024000,220534,63665,127934,28935,4389.6,1267.2,2546.5,575.9
Tennessee,1993,5099000,228117,60299,137683,30135,4473.8,1182.6,2700.2,591
Tennessee,1994,5175000,226247,59080,138173,28994,4371.9,1141.6,2670,560.3
Tennessee,1995,5256000,241315,60086,147143,34086,4591.2,1143.2,2799.5,648.5
Tennessee,1996,5320000,248729,61896,152405,34428,4675.4,1163.5,2864.8,647.1
Tennessee,1997,5368000,253484,62899,156843,33742,4722.1,1171.7,2921.8,628.6
Tennessee,1998,5431000,234588,58432,148057,28099,4319.4,1075.9,2726.1,517.4
Tennessee,1999,5483535,219302,51362,142685,25255,3999.3,936.7,2602.1,460.6
Tennessee,2000,5689283,237985,56344,154111,27530,4183,990.4,2708.8,483.9
Tennessee,2001,5749398,252992,59705,165015,28272,4400.3,1038.5,2870.1,491.7
Tennessee,2002,5789796,249399,61248,161610,26541,4307.6,1057.9,2791.3,458.4
Tennessee,2003,5845208,256565,63323,166769,26473,4389.3,1083.3,2853.1,452.9
Tennessee,2004,5893298,254991,60386,169828,24777,4326.8,1024.7,2881.7,420.4
Tennessee,2005,5955745,256093,61508,169357,25228,4300,1032.8,2844,424
Tennessee,2006,6038803,249860,63024,164183,22653,4137.6,1043.7,2718.8,375.1
Tennessee,2007,6156719,252342,61817,168807,21718,4098.6,1004.1,2741.8,352.8
Tennessee,2008,6214888,251089,65093,166793,19203,4040.1,1047.4,2683.8,309
Tennessee,2009,6296254,237157,63832,158309,15016,3766.6,1013.8,2514.3,238.5
Tennessee,2010,6357436,232855,64293,153729,14833,3662.7,1011.3,2418.1,233.3
Tennessee,2011,6399787,230900,62830,153928,14142,3607.9,981.8,2405.2,221
Tennessee,2012,6454914,217925,56231,148731,12963,3376.1,871.1,2304.2,200.8
Tennessee,2013,6497269,207683,51334,144443,11906,3196.5,790.1,2223.1,183.2
Tennessee,2014,6549352,200447,46642,141206,12599,3060.6,712.2,2156,192.4
Texas,1960,9579677,196979,57589,123415,15975,2056.2,601.2,1288.3,166.8
Texas,1961,9788000,192869,56814,120707,15348,1970.5,580.4,1233.2,156.8
Texas,1962,10116000,201754,58017,126751,16986,1994.4,573.5,1253,167.9
Texas,1963,10323000,214065,62867,133454,17744,2073.7,609,1292.8,171.9
Texas,1964,10397000,240932,68170,151736,21026,2317.3,655.7,1459.4,202.2
Texas,1965,10551000,251598,71636,159767,20195,2384.6,678.9,1514.2,191.4
Texas,1966,10752000,284472,82651,176987,24834,2645.8,768.7,1646.1,231
Texas,1967,10869000,313415,89387,195275,28753,2883.6,822.4,1796.6,264.5
Texas,1968,10972000,351994,103095,214729,34170,3208.1,939.6,1957.1,311.4
Texas,1969,11187000,407135,122152,241732,43251,3639.4,1091.9,2160.8,386.6
Texas,1970,11196000,426351,129866,251091,45394,3808.1,1159.9,2242.7,405.4
Texas,1971,11460000,426779,135648,247653,43478,3724.1,1183.7,2161,379.4
Texas,1972,11649000,414700,141613,233646,39441,3560,1215.7,2005.7,338.6
Texas,1973,11794000,441106,150463,248538,42105,3740.1,1275.8,2107.3,357
Texas,1974,12050000,529824,185928,297850,46046,4396.9,1543,2471.8,382.1
Texas,1975,12237000,613872,203821,362665,47386,5016.5,1665.6,2963.7,387.2
Texas,1976,12487000,637918,193280,400767,43871,5108.7,1547.8,3209.5,351.3
Texas,1977,12830000,640141,205672,383451,51018,4989.4,1603.1,2988.7,397.6
Texas,1978,13014000,666514,209770,398923,57821,5121.5,1611.9,3065.3,444.3
Texas,1979,13385000,725109,239758,412515,72836,5417.3,1791.2,3081.9,544.2
Texas,1980,14169829,792480,262600,450792,79088,5592.7,1853.2,3181.4,558.1
Texas,1981,14755000,814163,275978,454879,83306,5517.9,1870.4,3082.9,564.6
Texas,1982,15280000,874799,285967,501727,87105,5725.1,1871.5,3283.6,570.1
Texas,1983,15724000,848312,262198,503582,82532,5395,1667.5,3202.6,524.9
Texas,1984,15989000,883391,266074,529518,87799,5525,1664.1,3311.8,549.1
Texas,1985,16370000,985265,289825,595912,99528,6018.7,1770.5,3640.3,608
Texas,1986,16682000,1125897,341747,665029,119121,6749.2,2048.6,3986.5,714.1
Texas,1987,16789000,1190558,355597,711594,123367,7091.3,2118,4238.5,734.8
Texas,1988,16780000,1235870,361972,739642,134256,7365.1,2157.2,4407.9,800.1
Texas,1989,16991000,1234977,342346,741660,150971,7268.4,2014.9,4365,888.5
Texas,1990,16986510,1200151,314512,731224,154415,7065.3,1851.5,4304.7,909
Texas,1991,17349000,1210784,312693,734261,163830,6979,1802.4,4232.3,944.3
Texas,1992,17656000,1103779,268928,689780,145071,6251.6,1523.2,3906.8,821.7
Texas,1993,18031000,1023612,233913,664862,124837,5677,1297.3,3687.3,692.3
Texas,1994,18378000,949387,214687,623947,110753,5165.9,1168.2,3395.1,602.6
Texas,1995,18724000,940033,202642,632468,104923,5020.5,1082.3,3377.8,560.4
Texas,1996,19128000,968732,204390,659414,104928,5064.5,1068.5,3447.4,548.6
Texas,1997,19439000,948231,201059,645451,101721,4878,1034.3,3320.4,523.3
Texas,1998,19760000,898496,194883,606967,96646,4547,986.3,3071.7,489.1
Texas,1999,20044141,896261,190362,613862,92037,4471.4,949.7,3062.6,459.2
Texas,2000,20851820,919658,188975,637522,93161,4410.4,906.3,3057.4,446.8
Texas,2001,21370983,976654,204362,669625,102667,4570,956.3,3133.3,480.4
Texas,2002,21736925,1004274,212602,688992,102680,4620.1,978.1,3169.7,472.4
Texas,2003,22103374,1016735,219877,698644,98214,4599.9,994.8,3160.8,444.3
Texas,2004,22471549,1010702,220118,696507,94077,4497.7,979.5,3099.5,418.6
Texas,2005,22928508,990293,219828,677042,93423,4319,958.8,2953,408
Texas,2006,23507783,959846,215710,648711,95425,4083.1,917.6,2759.6,405.9
Texas,2007,23904380,985421,228320,663101,94000,4122.3,955.1,2774,393.2
Texas,2008,24326974,969865,230046,654435,85384,3986.8,945.6,2690.2,351
Texas,2009,24782302,995082,240058,678455,76569,4015.3,968.7,2737.7,309
Texas,2010,25253466,951246,228597,654626,68023,3766.8,905.2,2592.2,269.4
Texas,2011,25631778,892810,215755,613131,63924,3483.2,841.7,2392.1,249.4
Texas,2012,26060796,876459,205002,606425,65032,3363.1,786.6,2327,249.5
Texas,2013,26505637,862289,191062,605440,65787,3253.2,720.8,2284.2,248.2
Texas,2014,26956958,813934,169234,576154,68546,3019.4,627.8,2137.3,254.3
Utah,1960,890627,22150,3655,17081,1414,2487,410.4,1917.9,158.8
Utah,1961,916000,18759,3558,13575,1626,2047.9,388.4,1482,177.5
Utah,1962,967000,22005,4170,15804,2031,2275.6,431.2,1634.3,210
Utah,1963,983000,22919,4916,16177,1826,2331.5,500.1,1645.7,185.8
