State,Year,Population,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Illinois,1966,10722000,256731,60099,152102,44530,2394.4,560.5,1418.6,415.3
Illinois,1967,10893000,274089,66282,161876,45931,2516.2,608.5,1486.1,421.7
Illinois,1968,10974000,310546,75013,187133,48400,2829.8,683.6,1705.2,441
Illinois,1969,11047000,333618,81602,199600,52416,3020,738.7,1806.8,474.5
Illinois,1970,11113976,368055,85067,225437,57551,3311.6,765.4,2028.4,517.8
Illinois,1971,11196000,381567,93682,234618,53267,3408.1,836.7,2095.6,475.8
Illinois,1972,11251000,369377,95190,224344,49843,3283.1,846.1,1994,443
Illinois,1973,11236000,423492,115183,251263,57046,3769.1,1025.1,2236.2,507.7
Illinois,1974,11131000,507254,140717,307382,59155,4557.1,1264.2,2761.5,531.4
Illinois,1975,11145000,560955,157110,337698,66147,5033.2,1409.7,3030,593.5
Illinois,1976,11229000,542301,141305,335946,65050,4829.5,1258.4,2991.8,579.3
Illinois,1977,11245000,528191,141346,318062,68783,4697.1,1257,2828.5,611.7
Illinois,1978,11243000,555753,151854,333910,69989,4943.1,1350.7,2969.9,622.5
Illinois,1979,11230000,593750,161776,356062,75912,5287.2,1440.6,3170.6,676
Illinois,1980,11355062,620107,177099,369319,73689,5461.1,1559.6,3252.5,649
Illinois,1981,11455000,609767,173142,366696,69929,5323.2,1511.5,3201.2,610.5
Illinois,1982,11448000,579954,157273,354106,68575,5066,1373.8,3093.2,599
Illinois,1983,11486000,552857,148445,339061,65351,4813.3,1292.4,2952,569
Illinois,1984,11511000,527124,135068,324649,67407,4579.3,1173.4,2820.3,585.6
Illinois,1985,11535000,530205,131015,331030,68160,4596.5,1135.8,2869.8,590.9
Illinois,1986,11533000,548311,136306,339418,72587,4746,1179.8,2937.9,628.3
Illinois,1987,11582000,535126,130147,342492,62487,4620.3,1123.7,2957.1,539.5
Illinois,1988,11544000,555316,130292,355148,69876,4810.4,1128.7,3076.5,605.3
Illinois,1989,11658000,558803,125441,362556,70806,4793.3,1076,3109.9,607.4
Illinois,1990,11430602,567841,121506,372862,73473,4967.7,1063,3262,642.8
Illinois,1991,11543000,587868,129284,382942,75642,5092.9,1120,3317.5,655.3
Illinois,1992,11631000,556900,125306,359618,71976,4788.1,1077.3,3091.9,618.8
Illinois,1993,11697000,544869,118788,360730,65351,4658.2,1015.5,3084,558.7
Illinois,1994,11752000,548222,118116,363888,66218,4664.9,1005.1,3096.4,563.5
Illinois,1995,11830000,527572,108555,357143,61874,4459.6,917.6,3019,523
Illinois,1996,11847000,524777,108185,358515,58077,4429.6,913.2,3026.2,490.2
Illinois,1997,11896000,509113,103550,350140,55423,4279.7,870.5,2943.3,465.9
Illinois,1998,12045000,487915,97792,337191,52932,4050.8,811.9,2799.4,439.5
Illinois,1999,12128370,463939,86317,320954,56668,3825.2,711.7,2646.3,467.2
Illinois,2000,12419293,445278,81850,313161,50267,3585.4,659.1,2521.6,404.7
Illinois,2001,12520227,434648,79158,306757,48733,3471.6,632.2,2450.1,389.2
Illinois,2002,12586447,430479,81440,304227,44812,3420.2,647,2417.1,356
Illinois,2003,12649087,415885,78345,295907,41633,3287.9,619.4,2339.4,329.1
Illinois,2004,12712016,403486,76088,287025,40373,3174.1,598.6,2257.9,317.6
Illinois,2005,12765427,394670,77635,277662,39373,3092,608.2,2175,308
Illinois,2006,12831970,387478,77259,272578,37641,3019.6,602.1,2124.2,293.3
Illinois,2007,12852548,377322,75524,267911,33887,2935.8,587.6,2084.5,263.7
Illinois,2008,12901563,378355,78968,266815,32572,2932.6,612.1,2068.1,252.5
Illinois,2009,12910409,353347,77850,248821,26676,2736.9,603,1927.3,206.6
Illinois,2010,12841980,349064,77472,242681,28911,2718.1,603.3,1889.7,225.1
Illinois,2011,12859752,344468,77719,237362,29387,2678.7,604.4,1845.8,228.5
Illinois,2012,12868192,332706,71100,235314,26292,2585.5,552.5,1828.6,204.3
Illinois,2013,12890552,296048,59093,216059,20896,2296.6,458.4,1676.1,162.1
Illinois,2014,12880580,267385,50008,199926,17451,2075.9,388.2,1552.2,135.5
Indiana,1960,4662498,68496,21486,39196,7814,1469.1,460.8,840.7,167.6
Indiana,1961,4711000,72871,22162,42379,8330,1546.8,470.4,899.6,176.8
Indiana,1962,4715000,80810,22183,49473,9154,1713.9,470.5,1049.3,194.1
Indiana,1963,4694000,91417,25294,56127,9996,1947.5,538.9,1195.7,213
Indiana,1964,4825000,98778,25797,62098,10883,2047.2,534.7,1287,225.6
Indiana,1965,4885000,99334,27178,60113,12043,2033.4,556.4,1230.6,246.5
Indiana,1966,4918000,107692,30859,63282,13551,2189.8,627.5,1286.7,275.5
Indiana,1967,5000000,121481,35074,69464,16943,2429.6,701.5,1389.3,338.9
Indiana,1968,5067000,137739,37693,79174,20872,2718.4,743.9,1562.5,411.9
Indiana,1969,5118000,147973,41916,85869,20188,2891.2,819,1677.8,394.5
Indiana,1970,5193669,168811,48084,97338,23389,3250.3,925.8,1874.2,450.3
Indiana,1971,5274000,172758,51104,100414,21240,3275.7,969,1903.9,402.7
Indiana,1972,5291000,167440,50180,97921,19339,3164.6,948.4,1850.7,365.5
Indiana,1973,5316000,184415,55064,108623,20728,3469.1,1035.8,2043.3,389.9
Indiana,1974,5330000,215524,66870,127706,20948,4043.6,1254.6,2396,393
Indiana,1975,5311000,243170,73103,149447,20620,4578.6,1376.4,2813.9,388.3
Indiana,1976,5302000,231055,64450,146859,19746,4357.9,1215.6,2769.9,372.4
Indiana,1977,5330000,211190,57894,133179,20117,3962.3,1086.2,2498.7,377.4
Indiana,1978,5374000,215770,59561,134119,22090,4015.1,1108.3,2495.7,411.1
Indiana,1979,5400000,230223,63176,143666,23381,4263.4,1169.9,2660.5,433
Indiana,1980,5461103,248619,71720,153297,23602,4552.5,1313.3,2807.1,432.2
Indiana,1981,5466000,229472,63887,147038,18547,4198.2,1168.8,2690,339.3
Indiana,1982,5471000,225894,59569,148454,17871,4128.9,1088.8,2713.5,326.6
Indiana,1983,5479000,210725,54147,138929,17649,3846,988.3,2535.7,322.1
Indiana,1984,5498000,199258,51019,128941,19298,3624.2,928,2345.2,351
Indiana,1985,5499000,198220,50295,129861,18064,3604.7,914.6,2361.5,328.5
Indiana,1986,5504000,195233,48802,128404,18027,3547.1,886.7,2332.9,327.5
Indiana,1987,5531000,209695,52363,137722,19610,3791.3,946.7,2490,354.5
Indiana,1988,5575000,210177,52137,138335,19705,3770,935.2,2481.3,353.5
Indiana,1989,5593000,225592,54201,149514,21877,4033.5,969.1,2673.2,391.1
Indiana,1990,5544159,233376,52297,156741,24338,4209.4,943.3,2827.1,439
Indiana,1991,5610000,241930,54814,161039,26077,4312.5,977.1,2870.6,464.8
Indiana,1992,5662000,236584,53907,157181,25496,4178.5,952.1,2776.1,450.3
Indiana,1993,5713000,227149,48677,154016,24456,3976,852,2695.9,428.1
Indiana,1994,5752000,233975,48921,160043,25011,4067.7,850.5,2782.4,434.8
Indiana,1995,5803000,238317,47676,163618,27023,4106.8,821.6,2819.5,465.7
Indiana,1996,5841000,231376,45782,160777,24817,3961.2,783.8,2752.6,424.9
Indiana,1997,5864000,231723,48182,158442,25099,3951.6,821.7,2701.9,428
Indiana,1998,5899000,220529,46552,152790,21187,3738.4,789.2,2590.1,359.2
Indiana,1999,5942901,201547,42463,138794,20290,3391.4,714.5,2335.5,341.4
Indiana,2000,6080485,206905,41108,144707,21090,3402.8,676.1,2379.9,346.8
Indiana,2001,6126743,211548,42758,147291,21499,3452.9,697.9,2404.1,350.9
Indiana,2002,6156913,208965,42605,146073,20287,3394,692,2372.5,329.5
Indiana,2003,6199571,208039,41582,145686,20771,3355.7,670.7,2349.9,335
Indiana,2004,6226537,211929,42168,148670,21091,3403.6,677.2,2387.7,338.7
Indiana,2005,6266019,216778,43756,151278,21744,3460,698.3,2414,347
Indiana,2006,6313520,217783,45538,150655,21590,3449.5,721.3,2386.2,342
Indiana,2007,6345289,213887,46485,147999,19403,3370.8,732.6,2332.4,305.8
Indiana,2008,6376792,213639,48805,147334,17500,3350.3,765.4,2310.5,274.4
Indiana,2009,6423113,199907,48880,137190,13837,3112.3,761,2135.9,215.4
Indiana,2010,6490622,199274,48570,137204,13500,3070.2,748.3,2113.9,208
Indiana,2011,6516353,206016,50571,140630,14815,3161.5,776.1,2158.1,227.4
Indiana,2012,6537782,197994,47689,136668,13637,3028.5,729.4,2090.4,208.6
Indiana,2013,6570713,187472,42754,130534,14184,2853.1,650.7,1986.6,215.9
Indiana,2014,6596855,174776,36893,124022,13861,2649.4,559.3,1880,210.1
Iowa,1960,2757537,30335,6375,21865,2095,1100.1,231.2,792.9,76
Iowa,1961,2779000,29392,6356,21096,1940,1057.6,228.7,759.1,69.8
Iowa,1962,2777000,31031,7326,21668,2037,1117.4,263.8,780.3,73.4
Iowa,1963,2780000,32155,7516,22374,2265,1156.7,270.4,804.8,81.5
Iowa,1964,2756000,36376,8004,25733,2639,1319.9,290.4,933.7,95.8
Iowa,1965,2760000,37507,8398,26220,2889,1358.9,304.3,950,104.7
Iowa,1966,2747000,43941,9245,31074,3622,1599.6,336.5,1131.2,131.9
Iowa,1967,2753000,50176,11881,34022,4273,1822.6,431.6,1235.8,155.2
Iowa,1968,2748000,57026,13027,39476,4523,2075.2,474.1,1436.5,164.6
Iowa,1969,2781000,60724,13603,42184,4937,2183.5,489.1,1516.9,177.5
Iowa,1970,2825041,68529,14331,49253,4945,2425.8,507.3,1743.4,175
Iowa,1971,2852000,72060,15160,52528,4372,2526.6,531.6,1841.8,153.3
Iowa,1972,2883000,70471,15037,50560,4874,2444.4,521.6,1753.7,169.1
Iowa,1973,2904000,79260,18412,55310,5538,2729.3,634,1904.6,190.7
Iowa,1974,2855000,94005,22597,65153,6255,3292.6,791.5,2282.1,219.1
Iowa,1975,2870000,108142,23492,78057,6593,3768,818.5,2719.8,229.7
Iowa,1976,2870000,112463,23737,82788,5938,3918.6,827.1,2884.6,206.9
Iowa,1977,2879000,107027,23392,77304,6331,3717.5,812.5,2685.1,219.9
Iowa,1978,2896000,110589,25214,78567,6808,3818.7,870.6,2712.9,235.1
Iowa,1979,2903000,119620,26768,85023,7829,4120.6,922.1,2928.8,269.7
Iowa,1980,2907804,132200,31390,93605,7205,4546.4,1079.5,3219.1,247.8
Iowa,1981,2897000,130723,30925,93333,6465,4512.4,1067.5,3221.7,223.2
Iowa,1982,2905000,115148,27535,82568,5045,3963.8,947.8,2842.3,173.7
Iowa,1983,2905000,108587,26599,77402,4586,3737.9,915.6,2664.4,157.9
Iowa,1984,2910000,104785,25357,74818,4610,3600.9,871.4,2571.1,158.4
Iowa,1985,2884000,107607,26349,76835,4423,3731.2,913.6,2664.2,153.4
Iowa,1986,2851000,111633,27255,79864,4514,3915.6,956,2801.3,158.3
Iowa,1987,2834000,110781,26010,80489,4282,3909,917.8,2840.1,151.1
Iowa,1988,2834000,108254,24211,79447,4596,3819.8,854.3,2803.4,162.2
Iowa,1989,2840000,108349,24052,79801,4496,3815.1,846.9,2809.9,158.3
Iowa,1990,2776755,105550,22448,78384,4718,3801.2,808.4,2822.9,169.9
Iowa,1991,2795000,107069,23267,79030,4772,3830.7,832.5,2827.5,170.7
Iowa,1992,2812000,103459,21197,77788,4474,3679.2,753.8,2766.3,159.1
Iowa,1993,2814000,99080,20562,73148,5370,3521,730.7,2599.4,190.8
Iowa,1994,2829000,94475,18872,70507,5096,3339.5,667.1,2492.3,180.1
Iowa,1995,2842000,106504,21527,78645,6332,3747.5,757.5,2767.2,222.8
Iowa,1996,2852000,96296,18954,71893,5449,3376.4,664.6,2520.8,191.1
Iowa,1997,2852000,99986,22003,71301,6682,3505.8,771.5,2500,234.3
Iowa,1998,2862000,91272,19282,66016,5974,3189.1,673.7,2306.6,208.7
Iowa,1999,2869413,84463,17012,62316,5135,2943.6,592.9,2171.7,179
Iowa,2000,2926324,86834,16342,65118,5374,2967.3,558.4,2225.2,183.6
Iowa,2001,2931967,88634,16885,66244,5505,3023,575.9,2259.4,187.8
Iowa,2002,2935840,92877,18643,68411,5823,3163.6,635,2330.2,198.3
Iowa,2003,2941976,87554,17515,64400,5639,2976,595.3,2189,191.7
Iowa,2004,2952904,85775,17928,62214,5633,2904.8,607.1,2106.9,190.8
Iowa,2005,2965524,84370,18147,60723,5500,2845,611.9,2048,186
Iowa,2006,2982085,84202,18160,60998,5044,2823.6,609,2045.5,169.1
Iowa,2007,2988046,79133,17176,57018,4939,2648.3,574.8,1908.2,165.3
Iowa,2008,3002555,73273,16598,52299,4376,2440.4,552.8,1741.8,145.7
Iowa,2009,3007856,70080,16419,49757,3904,2329.9,545.9,1654.2,129.8
Iowa,2010,3050202,68740,16746,48194,3800,2253.6,549,1580,124.6
Iowa,2011,3064097,72043,17573,50472,3998,2351.2,573.5,1647.2,130.5
Iowa,2012,3075039,70357,17201,49116,4040,2288,559.4,1597.2,131.4
Iowa,2013,3092341,67976,15918,47803,4255,2198.2,514.8,1545.9,137.6
Iowa,2014,3107126,65056,14428,46477,4151,2093.8,464.4,1495.8,133.6
Kansas,1960,2178611,29120,7705,19515,1900,1336.6,353.7,895.8,87.2
Kansas,1961,2194000,29918,7275,20763,1880,1363.6,331.6,946.4,85.7
Kansas,1962,2219000,33314,7531,23514,2269,1501.3,339.4,1059.7,102.3
Kansas,1963,2225000,34704,8234,24068,2402,1559.7,370.1,1081.7,108
Kansas,1964,2225000,41345,9626,28613,3106,1858.2,432.6,1286,139.6
Kansas,1965,2234000,42070,10443,28886,2741,1883.2,467.5,1293,122.7
Kansas,1966,2250000,44779,10712,30742,3325,1990.2,476.1,1366.3,147.8
Kansas,1967,2275000,53047,13610,35231,4206,2331.7,598.2,1548.6,184.9
Kansas,1968,2303000,59264,14178,40353,4733,2573.3,615.6,1752.2,205.5
Kansas,1969,2321000,68961,16091,47579,5291,2971.2,693.3,2049.9,228
Kansas,1970,2249071,77385,19829,51784,5772,3440.8,881.7,2302.5,256.6
Kansas,1971,2258000,74079,20064,48511,5504,3280.7,888.6,2148.4,243.8
Kansas,1972,2258000,72144,20472,46433,5239,3195,906.6,2056.4,232
Kansas,1973,2279000,75123,23485,46840,4798,3296.3,1030.5,2055.3,210.5
Kansas,1974,2270000,91347,28797,57134,5416,4024.1,1268.6,2516.9,238.6
Kansas,1975,2267000,101307,31047,64900,5360,4468.8,1369.5,2862.8,236.4
Kansas,1976,2310000,103853,30618,67870,5365,4495.8,1325.5,2938.1,232.3
Kansas,1977,2326000,98948,29549,63716,5683,4254,1270.4,2739.3,244.3
Kansas,1978,2348000,99225,30215,63194,5816,4225.9,1286.8,2691.4,247.7
Kansas,1979,2369000,107605,31504,69622,6479,4542.2,1329.8,2938.9,273.5
Kansas,1980,2354783,117492,35826,75268,6398,4989.5,1521.4,3196.4,271.7
Kansas,1981,2381000,119880,36768,77039,6073,5034.9,1544.2,3235.6,255.1
Kansas,1982,2408000,111156,32382,73416,5358,4616.1,1344.8,3048.8,222.5
Kansas,1983,2425000,101928,28318,68735,4875,4203.2,1167.8,2834.4,201
Kansas,1984,2438000,97646,25577,67028,5041,4005.2,1049.1,2749.3,206.8
Kansas,1985,2450000,98474,25740,67433,5301,4019.3,1050.6,2752.4,216.4
Kansas,1986,2461000,109607,29229,74029,6349,4453.8,1187.7,3008.1,258
Kansas,1987,2476000,112488,28177,78043,6268,4543.1,1138,3152,253.2
Kansas,1988,2487000,112280,29321,76927,6032,4514.7,1179,3093.2,242.5
Kansas,1989,2513000,115146,29871,77802,7473,4582,1188.7,3096,297.4
Kansas,1990,2477574,117571,28901,80361,8309,4745.4,1166.5,3243.5,335.4
Kansas,1991,2495000,125616,32601,84258,8757,5034.7,1306.7,3377.1,351
Kansas,1992,2523000,121334,32639,80526,8169,4809.1,1293.7,3191.7,323.8
Kansas,1993,2531000,113360,28655,76538,8167,4478.9,1132.2,3024,322.7
Kansas,1994,2554000,112477,28635,75459,8383,4404,1121.2,2954.5,328.2
Kansas,1995,2565000,114558,27404,78855,8299,4466.2,1068.4,3074.3,323.5
Kansas,1996,2572000,109772,25239,78145,6388,4268,981.3,3038.3,248.4
Kansas,1997,2595000,122553,24292,91823,6438,4722.7,936.1,3538.5,248.1
Kansas,1998,2629000,117114,24984,85329,6801,4454.7,950.3,3245.7,258.7
Kansas,1999,2654052,107644,21874,79722,6048,4055.8,824.2,3003.8,227.9
Kansas,2000,2688418,108057,21484,80077,6496,4019.4,799.1,2978.6,241.6
Kansas,2001,2702125,105537,20514,77038,7985,3905.7,759.2,2851,295.5
Kansas,2002,2711769,100768,19679,73877,7212,3716,725.7,2724.3,266
Kansas,2003,2724786,109276,21973,79471,7832,4010.4,806.4,2916.6,287.4
Kansas,2004,2733697,109771,20146,81115,8510,4015.5,737,2967.2,311.3
Kansas,2005,2748172,104588,19028,76222,9338,3806,692.4,2774,340
Kansas,2006,2764075,104260,20086,75450,8724,3772,726.7,2729.7,315.6
Kansas,2007,2775997,102961,20461,73900,8600,3709,737.1,2662.1,309.8
Kansas,2008,2802134,94882,19651,67826,7405,3386.1,701.3,2420.5,264.3
Kansas,2009,2818747,90930,19473,65499,5958,3225.9,690.8,2323.7,211.4
Kansas,2010,2859143,89109,19315,63774,6020,3116.6,675.6,2230.5,210.6
Kansas,2011,2870386,88655,18712,63259,6684,3088.6,651.9,2203.8,232.9
Kansas,2012,2885398,91066,18874,65413,6779,3156.1,654.1,2267,234.9
Kansas,2013,2895801,85704,17476,61557,6671,2959.6,603.5,2125.7,230.4
Kansas,2014,2904021,79431,15828,56697,6906,2735.2,545,1952.4,237.8
Kentucky,1960,3038156,33887,11274,18831,3782,1115.4,371.1,619.8,124.5
Kentucky,1961,3076000,34003,11271,19402,3330,1105.4,366.4,630.8,108.3
Kentucky,1962,3082000,38070,12809,21692,3569,1235.2,415.6,703.8,115.8
Kentucky,1963,3095000,41632,13508,24159,3965,1345.1,436.4,780.6,128.1
Kentucky,1964,3159000,46527,14571,27430,4526,1472.8,461.3,868.3,143.3
Kentucky,1965,3179000,47074,14140,28112,4822,1480.8,444.8,884.3,151.7
Kentucky,1966,3183000,51141,15360,28532,7249,1606.7,482.6,896.4,227.7
Kentucky,1967,3189000,54712,15399,30325,8988,1715.6,482.9,950.9,281.8
Kentucky,1968,3229000,58974,16872,31376,10726,1826.4,522.5,971.7,332.2
Kentucky,1969,3232000,64224,18399,34646,11179,1987.1,569.3,1072,345.9
Kentucky,1970,3219311,72814,22662,39002,11150,2261.8,703.9,1211.5,346.3
Kentucky,1971,3282000,73733,23596,39232,10905,2246.6,719,1195.4,332.3
Kentucky,1972,3299000,66242,21449,35495,9298,2007.9,650.2,1075.9,281.8
Kentucky,1973,3342000,68349,22716,38072,7561,2045.2,679.7,1139.2,226.2
Kentucky,1974,3357000,84787,27865,49240,7682,2525.7,830.1,1466.8,228.8
Kentucky,1975,3396000,101891,32696,60251,8944,3000.3,962.8,1774.2,263.4
Kentucky,1976,3428000,104029,31886,63683,8460,3034.7,930.2,1857.7,246.8
Kentucky,1977,3458000,96124,30162,57477,8485,2779.8,872.2,1662.1,245.4
Kentucky,1978,3498000,97939,30942,58231,8766,2799.9,884.6,1664.7,250.6
Kentucky,1979,3527000,103548,32082,62431,9035,2935.9,909.6,1770.1,256.2
Kentucky,1980,3641479,115328,37901,68296,9131,3167.1,1040.8,1875.5,250.7
Kentucky,1981,3661000,118690,38893,71194,8603,3242,1062.4,1944.7,235
Kentucky,1982,3667000,119304,37736,73020,8548,3253.4,1029.1,1991.3,233.1
Kentucky,1983,3714000,115602,36286,71322,7994,3112.6,977,1920.4,215.2
Kentucky,1984,3723000,99803,29234,63860,6709,2680.7,785.2,1715.3,180.2
Kentucky,1985,3726000,98428,28739,62491,7198,2641.7,771.3,1677.2,193.2
Kentucky,1986,3728000,102810,30725,64882,7203,2757.8,824.2,1740.4,193.2
Kentucky,1987,3727000,109284,31571,70532,7181,2932.2,847.1,1892.5,192.7
Kentucky,1988,3721000,104362,30747,66711,6904,2804.7,826.3,1792.8,185.5
Kentucky,1989,3727000,110328,30526,71611,8191,2960.2,819.1,1921.4,219.8
Kentucky,1990,3685296,107208,28264,71594,7350,2909.1,766.9,1942.7,199.4
Kentucky,1991,3713000,108430,29576,70885,7969,2920.3,796.6,1909.1,214.6
Kentucky,1992,3755000,104692,27378,69186,8128,2788.1,729.1,1842.5,216.5
Kentucky,1993,3789000,105979,28041,69745,8193,2797,740.1,1840.7,216.2
Kentucky,1994,3827000,110725,28718,73449,8558,2893.3,750.4,1919.2,223.6
Kentucky,1995,3860000,115298,28389,76906,10003,2987,735.5,1992.4,259.1
Kentucky,1996,3884000,110531,26736,73653,10142,2845.8,688.4,1896.3,261.1
Kentucky,1997,3908000,109819,26638,73487,9694,2810.1,681.6,1880.4,248.1
Kentucky,1998,3936000,109721,27998,71971,9752,2787.6,711.3,1828.5,247.8
Kentucky,1999,3960825,104768,25180,70719,8869,2645.1,635.7,1785.5,223.9
Kentucky,2000,4041769,107723,25308,73141,9274,2665.2,626.2,1809.6,229.5
Kentucky,2001,4068816,107356,26964,71448,8944,2638.5,662.7,1756,219.8
Kentucky,2002,4089822,108590,26891,72378,9321,2655.1,657.5,1769.7,227.9
Kentucky,2003,4118189,103370,26034,69083,8253,2510.1,632.2,1677.5,200.4
Kentucky,2004,4141835,105209,25902,70535,8772,2540.2,625.4,1703,211.8
Kentucky,2005,4172608,105608,26458,70354,8796,2531,634.1,1686,211
Kentucky,2006,4206074,109428,27867,72197,9364,2601.7,662.5,1716.5,222.6
Kentucky,2007,4241474,107987,27820,71489,8678,2546,655.9,1685.5,204.6
Kentucky,2008,4269245,114492,29556,77279,7657,2681.8,692.3,1810.1,179.4
Kentucky,2009,4314113,108914,29880,72938,6096,2524.6,692.6,1690.7,141.3
Kentucky,2010,4347223,111170,30443,74488,6239,2557.3,700.3,1713.5,143.5
Kentucky,2011,4366814,119037,32750,79586,6701,2725.9,750,1822.5,153.5
Kentucky,2012,4379730,112800,29877,76199,6724,2575.5,682.2,1739.8,153.5
Kentucky,2013,4399583,104448,26331,72048,6069,2374,598.5,1637.6,137.9
Kentucky,2014,4413457,99166,23244,69604,6318,2246.9,526.7,1577.1,143.2
Louisiana,1960,3257022,43709,12615,24893,6201,1342,387.3,764.3,190.4
Louisiana,1961,3321000,37217,11180,20404,5633,1120.7,336.6,614.4,169.6
Louisiana,1962,3330000,39787,10891,22759,6137,1194.8,327.1,683.5,184.3
Louisiana,1963,3418000,47344,13528,27046,6770,1385.1,395.8,791.3,198.1
Louisiana,1964,3468000,56006,16730,31267,8009,1614.9,482.4,901.6,230.9
Louisiana,1965,3534000,55418,15983,32277,7158,1568.1,452.3,913.3,202.5
Louisiana,1966,3603000,69069,20845,38685,9539,1917,578.5,1073.7,264.8
Louisiana,1967,3662000,77406,24030,43075,10301,2113.8,656.2,1176.3,281.3
Louisiana,1968,3732000,81831,25303,45981,10547,2192.7,678,1232.1,282.6
Louisiana,1969,3745000,89574,26013,51421,12140,2391.8,694.6,1373.1,324.2
Louisiana,1970,3643180,105742,32426,59300,14016,2902.5,890,1627.7,384.7
Louisiana,1971,3681000,112014,33567,63661,14786,3043,911.9,1729.4,401.7
Louisiana,1972,3720000,110118,33597,63262,13259,2960.2,903.1,1700.6,356.4
Louisiana,1973,3764000,112067,36212,63625,12230,2977.3,962.1,1690.4,324.9
Louisiana,1974,3764000,125855,39362,73633,12860,3343.7,1045.7,1956.2,341.7
Louisiana,1975,3791000,138181,42255,83093,12833,3645,1114.6,2191.8,338.5
Louisiana,1976,3841000,149347,43810,93991,11546,3888.2,1140.6,2447,300.6
Louisiana,1977,3921000,155785,45701,96843,13241,3973.1,1165.5,2469.9,337.7
Louisiana,1978,3966000,166865,50587,101937,14341,4207.4,1275.5,2570.3,361.6
Louisiana,1979,4026000,188514,56237,115856,16421,4682.4,1396.8,2877.7,407.9
Louisiana,1980,4199542,201106,63997,121298,15811,4788.8,1523.9,2888.4,376.5
Louisiana,1981,4305000,199295,61756,121955,15584,4629.4,1434.5,2832.9,362
Louisiana,1982,4362000,202489,62151,125701,14637,4642.1,1424.8,2881.7,335.6
Louisiana,1983,4438000,194636,57359,123492,13785,4385.7,1292.5,2782.6,310.6
Louisiana,1984,4462000,197778,54711,129348,13719,4432.5,1226.2,2898.9,307.5
Louisiana,1985,4481000,218195,59326,141739,17130,4869.3,1323.9,3163.1,382.3
Louisiana,1986,4501000,239444,65751,153818,19875,5319.8,1460.8,3417.4,441.6
Louisiana,1987,4461000,231090,64441,148247,18402,5180.2,1444.5,3323.2,412.5
Louisiana,1988,4420000,222913,63843,139141,19929,5043.3,1444.4,3148,450.9
Louisiana,1989,4382000,239235,64184,152209,22842,5459.5,1464.7,3473.5,521.3
Louisiana,1990,4219973,235822,60677,149752,25393,5588.2,1437.9,3548.6,601.7
Louisiana,1991,4252000,232732,60017,148334,24381,5473.5,1411.5,3488.6,573.4
Louisiana,1992,4287000,238438,58574,152938,26926,5561.9,1366.3,3567.5,628.1
Louisiana,1993,4295000,248461,58768,163334,26359,5784.9,1368.3,3802.9,613.7
Louisiana,1994,4315000,245488,55188,164081,26219,5689.2,1279,3802.6,607.6
Louisiana,1995,4342000,246132,53481,166667,25984,5668.6,1231.7,3838.5,598.4
Louisiana,1996,4351000,257130,56379,173271,27480,5909.7,1295.8,3982.3,631.6
Louisiana,1997,4352000,243423,53935,163114,26374,5593.4,1239.3,3748,606
Louisiana,1998,4369000,232378,51210,157507,23661,5318.8,1172.1,3605.1,541.6
Louisiana,1999,4372035,219219,47775,149749,21695,5014.1,1092.7,3425.2,496.2
Louisiana,2000,4468976,211904,46289,144345,21270,4741.7,1035.8,3229.9,475.9
Louisiana,2001,4470368,207693,46451,139555,21687,4646,1039.1,3121.8,485.1
Louisiana,2002,4476192,198838,45350,133302,20186,4442.1,1013.1,2978,451
Louisiana,2003,4493665,193698,44572,129471,19655,4310.5,991.9,2881.2,437.4
Louisiana,2004,4506685,199153,45359,134080,19714,4419.1,1006.5,2975.1,437.4
Louisiana,2005,4507331,166611,39382,112840,14389,3696,873.7,2504,319
Louisiana,2006,4287768,174975,46703,112605,15667,4080.8,1089.2,2626.2,365.4
Louisiana,2007,4293204,180516,46932,118291,15293,4204.7,1093.2,2755.3,356.2
Louisiana,2008,4410796,171179,45524,112091,13564,3880.9,1032.1,2541.3,307.5
Louisiana,2009,4492076,172619,46928,114102,11589,3842.7,1044.7,2540.1,258
Louisiana,2010,4545343,165667,45437,110260,9970,3644.8,999.6,2425.8,219.3
Louisiana,2011,4574766,168529,46242,113174,9113,3683.9,1010.8,2473.9,199.2
Louisiana,2012,4602134,162673,42037,112764,7872,3534.7,913.4,2450.3,171.1
Louisiana,2013,4629284,165679,41214,115300,9165,3578.9,890.3,2490.7,198
Louisiana,2014,4649676,160824,38337,112596,9891,3458.8,824.5,2421.6,212.7
Maine,1960,969265,11228,2702,7334,1192,1158.4,278.8,756.7,123
Maine,1961,992000,10725,2969,7002,754,1081.1,299.3,705.8,76
Maine,1962,999000,11622,3073,7653,896,1163.4,307.6,766.1,89.7
Maine,1963,982000,11216,2972,7246,998,1142.2,302.6,737.9,101.6
Maine,1964,989000,13361,3688,8573,1100,1351,372.9,866.8,111.2
Maine,1965,993000,13625,4021,8671,933,1372.1,404.9,873.2,94
Maine,1966,983000,13543,3578,8917,1048,1377.7,364,907.1,106.6
Maine,1967,973000,15170,4452,9637,1081,1559.1,457.6,990.4,111.1
Maine,1968,979000,15835,5029,9497,1309,1617.5,513.7,970.1,133.7
Maine,1969,978000,18252,5672,11176,1404,1866.3,580,1142.7,143.6
Maine,1970,993663,19582,6345,11721,1516,1970.7,638.5,1179.6,152.6
